service_request_id,service_name,title,description,requested_datetime,status
40873-2024,Leuchte ausgefallen,#40873-2024 Straßenbeleuchtung ausgefallen,Die Straßenlaterne vor der Von-der-Pfordten-Str. 42 ist ausgefallen.,2024-10-01T21:54:31+02:00,open
40967-2024,Leuchte ausgefallen,#40967-2024 Straßenbeleuchtung ausgefallen,Die ausgefallene Straßenbeleuchtung befindet an der Kreuzung Forstenrieder Allee / Rotenhanstraße stadtauswärts.,2024-10-03T21:38:39+02:00,open
41052-2024,Leuchte ausgefallen,#41052-2024 Straßenbeleuchtung ausgefallen,"Straßenbeleuchtung Gudrunstraße 9
ausgefallen",2024-10-05T22:09:46+02:00,open
41349-2024,Leuchte ausgefallen,#41349-2024 Straßenbeleuchtung ausgefallen,Leuchte aus,2024-10-10T02:50:14+02:00,open
41369-2024,Leuchte ausgefallen,#41369-2024 Straßenbeleuchtung ausgefallen,"Hier ist eine Baustelle und im Zuge dessen sind drei Straßenlaternen auf der Ostseite der Eversbuschstraße mit einer temporären Verkabelung am Strom angeschlossen. Als ich gestern um 20:30 Uhr hier vorbei gefahren bin, war die Beleuchtung aus. ",2024-10-10T14:06:12+02:00,open
41605-2024,Leuchte ausgefallen,#41605-2024 Straßenbeleuchtung ausgefallen,An der Brienner Straße ist eine Leuchte ausgefallen ,2024-10-14T21:43:12+02:00,open
41607-2024,Leuchte ausgefallen,#41607-2024 Straßenbeleuchtung ausgefallen,Beleuchtung hängt am Tragseil.,2024-10-14T22:35:40+02:00,open
41608-2024,Leuchte ausgefallen,#41608-2024 Straßenbeleuchtung ausgefallen,"Garmischer Straße, der 184 ist aus",2024-10-14T23:17:46+02:00,open
41609-2024,Leuchte ausgefallen,#41609-2024 Straßenbeleuchtung ausgefallen,"Guardinistraße, Mast 37 ist aus. ",2024-10-14T23:20:57+02:00,open
41614-2024,Leuchte ausgefallen,#41614-2024 Straßenbeleuchtung ausgefallen,Die gesamte Osterwaldstraße ist nicht mehr beleuchtet. Alle Straßenleuchten ausgefallen. ,2024-10-15T04:49:11+02:00,open
41761-2024,Leuchte beschädigt,#41761-2024 Straßenbeleuchtung beschädigt,"Ganze Laterne ( Leuchtkörper und Gehäuse )  fehlt nach Kranaufbau bei Baustelle Dachauer Str 334

Laternenmast Nr3 auch total schief aber funktioniert ",2024-10-17T13:33:17+02:00,open
41931-2024,Leuchte ausgefallen,#41931-2024 Straßenbeleuchtung ausgefallen,"In der Sachranger Straße, ca. Höhe Nr 31, ist die Lampe mit Mastnummer 12 ausgefallen",2024-10-20T21:55:09+02:00,open
41941-2024,Leuchte ausgefallen,#41941-2024 Straßenbeleuchtung ausgefallen,Hängeleuchte stadtauswärts aus,2024-10-21T00:01:23+02:00,open
42128-2024,Leuchte ausgefallen,#42128-2024 Straßenbeleuchtung ausgefallen,Leuchtet nicht,2024-10-23T19:51:07+02:00,open
42129-2024,Leuchte ausgefallen,#42129-2024 Straßenbeleuchtung ausgefallen,Leuchtet nicht ,2024-10-23T19:53:39+02:00,open
42141-2024,Leuchte ausgefallen,#42141-2024 Straßenbeleuchtung ausgefallen,Nahe der Einmündung der Elisabethstraße und der Schwere-Reiter-Str. ist eine Leuchte ausgefallen (Mast 9). ,2024-10-23T21:39:14+02:00,open
42218-2024,Leuchte ausgefallen,#42218-2024 Straßenbeleuchtung ausgefallen,Alle drei Laternen am Stefan Zweig Weg brennen seit Tagen in der Dunkelheit nicht. ,2024-10-24T23:55:56+02:00,open
42264-2024,Leuchte ausgefallen,#42264-2024 Straßenbeleuchtung ausgefallen,In der Pettenkoferstr. ist eine Leuchte ausgefallen (Mast 14),2024-10-25T21:22:15+02:00,open
42269-2024,Leuchte ausgefallen,#42269-2024 Straßenbeleuchtung ausgefallen,In der Goethestr. ist eine Leuchte ausgefallen (Mast 4),2024-10-25T21:30:56+02:00,open
42402-2024,Leuchte ausgefallen,#42402-2024 Straßenbeleuchtung ausgefallen,Die letzte Leuchte im Park leuchtet nicht.,2024-10-27T21:30:05+01:00,open
42406-2024,Leuchte ausgefallen,#42406-2024 Straßenbeleuchtung ausgefallen,Bei der ersten Laterne sind beide Lampen aus. Gestern gesehen. ,2024-10-27T21:34:07+01:00,open
42501-2024,Leuchte ausgefallen,#42501-2024 Straßenbeleuchtung ausgefallen,Defekte Beleuchtung am Gehweg im Park,2024-10-29T06:56:26+01:00,open
42502-2024,Leuchte ausgefallen,#42502-2024 Straßenbeleuchtung ausgefallen,"Am kombinierten Geh- und Radweg sind drei Straßenbeleuchtungen defekt, auch noch Mast Nr 12 und 13 einer früheren Meldung sind noch nicht instand gesetzt.
Es kommt bereits zu kritischen Situationen im dunklen Bereich mit (nicht beleuchteten) Fußgängern und Radfahrern",2024-10-29T07:04:26+01:00,open
42559-2024,Leuchte ausgefallen,#42559-2024 Straßenbeleuchtung ausgefallen,Südpark Geh-/Radlweg kurz nach Eni-Tankstelle ,2024-10-29T18:03:24+01:00,open
42580-2024,Leuchte ausgefallen,#42580-2024 Straßenbeleuchtung ausgefallen,An der Murnauer Straße sind zwei Leuchten ausgefallen (ca. bei Hausnummer 243),2024-10-29T20:45:36+01:00,open
42586-2024,Leuchte ausgefallen,#42586-2024 Straßenbeleuchtung ausgefallen,Am kombinierten Fuß- und Radweg ist die Lampe 11 ausgefallen. Mast Nr 12 und 13 sind auch ausgefallen. ,2024-10-29T21:19:25+01:00,open
42635-2024,Leuchte ausgefallen,#42635-2024 Straßenbeleuchtung ausgefallen,Auf dem Schirmerweg sind mehrere Straßenlampen schon seit längerem defekt.,2024-10-30T17:05:42+01:00,open
42815-2024,Leuchte ausgefallen,#42815-2024 Straßenbeleuchtung ausgefallen,Mastnummer 21 - Eversbuschstr. - Leuchtmittelausfall,2024-11-02T18:20:43+01:00,open
42955-2024,Leuchte ausgefallen,#42955-2024 Straßenbeleuchtung ausgefallen,Pendelleuchte vor Hausnummer 55a ausgefallen. (Erste nach der Kreuzung),2024-11-04T19:57:43+01:00,open
43151-2024,Leuchte ausgefallen,#43151-2024 Straßenbeleuchtung ausgefallen,"In der Krüner Straße sind beim Lichtmast Nr. 42 in der Langfeldleuchte beide Röhren defekt.
Bitte bei Erneuerung der Leuchtmittel auch die Abschlusswanne von Staub und toten Mücken reinigen.",2024-11-07T23:08:49+01:00,open
43197-2024,Leuchte ausgefallen,#43197-2024 Straßenbeleuchtung ausgefallen,"Am Hohen Weg:
Leuchte Mast 19 ist am 6.11.24 ausgefallen.
Am 8.11.24 war das Licht wieder an. 
9.11.24 ist das Licht am Mast 19 wieder ausgefallen. ",2024-11-09T11:56:15+01:00,open
43368-2024,Leuchte ausgefallen,#43368-2024 Straßenbeleuchtung ausgefallen,Über der Elisabethstraße ist eine Leuchte ausgefallen. Sie ist neben der Baugrube. ,2024-11-11T21:26:06+01:00,open
43410-2024,Leuchte ausgefallen,#43410-2024 Straßenbeleuchtung ausgefallen,"Erste Hängeleuchte südlich der Einmündung Urbanstr./Schäflarnstr.

Lampe geht nicht an ( heute) oder fällt in der Vergangenheit nach ca. 1 Stunde aus.",2024-11-12T18:02:12+01:00,open
43467-2024,Leuchte beschädigt,#43467-2024 Straßenbeleuchtung beschädigt,"Die Straßenbeleuchtung wurde am 10-04-2024 durch eine Firma bei Reinigungsarbeiten an der Fassade am Literaturhaus mit einem Hubsteiger heruntergerissen.
Der Schaden wurde den SWM gemeldet, welche darauf hin die defekte Leuchte abgeklemmt und an unserer Fassade befestigt haben.
",2024-11-13T14:25:20+01:00,open
43492-2024,Leuchte ausgefallen,#43492-2024 Straßenbeleuchtung ausgefallen,Beleuchtung ausgefallen. Ein Stück weiter Richtung Nordbad eine nur noch sehr schwach leuchtende Lampe. ,2024-11-13T21:01:44+01:00,open
43544-2024,Leuchte ausgefallen,#43544-2024 Straßenbeleuchtung ausgefallen,In der Mitte der beiden Brunnen eine der Hängeleuchten komplett dunkel,2024-11-14T19:46:58+01:00,open
43546-2024,Leuchte ausgefallen,#43546-2024 Straßenbeleuchtung ausgefallen,Mast Nr. 10: eine von beiden Leuchten defekt,2024-11-14T19:49:10+01:00,open
43551-2024,Leuchte ausgefallen,#43551-2024 Straßenbeleuchtung ausgefallen,Laterne Nr. 2 komplett dunkel,2024-11-14T20:01:26+01:00,open
43614-2024,Leuchte ausgefallen,#43614-2024 Straßenbeleuchtung ausgefallen,Lochhausener Str. - Mastnummer 130 - Leuchtmittelausfall,2024-11-15T22:52:23+01:00,open
43657-2024,Leuchte ausgefallen,#43657-2024 Straßenbeleuchtung ausgefallen,"Vor Hausnr. 54/56, vor kurzem noch geflackert, nun Totalausfall der Straßenlaterne.",2024-11-16T15:33:22+01:00,open
43671-2024,Leuchte ausgefallen,#43671-2024 Straßenbeleuchtung ausgefallen,Notburgastraße - Seilüberspannung Nummer 6 - Leuchtmittelausfall.,2024-11-16T18:46:36+01:00,open
43678-2024,Leuchte ausgefallen,#43678-2024 Straßenbeleuchtung ausgefallen,"Guten Tag,
ich möchte eine Kaputte Straßenlaterne melden die kaum mehr Leuchtet,
ich muss sie aber warnen das der Schaden von Wespen oder Hornissen verursacht wurde,
die an der Laterne ein Nest gebaut haben. Also bitte Lassen sie gleich entsprechendes Personal anrücken.
Vielen Dank",2024-11-16T19:56:07+01:00,open
43808-2024,Leuchte ausgefallen,#43808-2024 Straßenbeleuchtung ausgefallen,153,2024-11-18T19:28:09+01:00,open
43812-2024,Leuchte ausgefallen,#43812-2024 Straßenbeleuchtung ausgefallen,15,2024-11-18T19:37:05+01:00,open
43949-2024,Leuchte ausgefallen,#43949-2024 Straßenbeleuchtung ausgefallen,An dem Treppenaufgang S Bahn Solln zur Wolfratshausener Strasse ist die äusserste Leuchte defekt. ,2024-11-20T20:23:52+01:00,open
43952-2024,Denkmal verschmutzt,#43952-2024 Denkmal verschmutzt,"Der gesamte U-Bahnhof Olympiazentrum inkl. Treppen ist voll von Taubendreck. Unbeschreiblich!
Herzlich Willkommen, Gäste (und natürlich auch die Bewohner)!
Hubert Schönwetter ",2024-11-20T20:36:22+01:00,open
44147-2024,Leuchte ausgefallen,#44147-2024 Straßenbeleuchtung ausgefallen,Alle Straßenlaternen an der U-Bahn Station Machtlfinger Straße (Ausgang Schertlinstraße) sind ausgefallen. ,2024-11-25T18:40:29+01:00,open
44209-2024,Leuchte ausgefallen,#44209-2024 Straßenbeleuchtung ausgefallen,Strassenlaterne idt ausgefallen ,2024-11-26T17:53:22+01:00,open
44221-2024,Leuchte ausgefallen,#44221-2024 Straßenbeleuchtung ausgefallen,"defekte Strassenlaternen (3 Stück) zwischen Grimmeisenstrasse 1 und 3, defekte Strassenlaterne (1 Stück) bei Trockenstädelweg 1",2024-11-26T21:41:51+01:00,open
44706-2024,Leuchte ausgefallen,#44706-2024 Straßenbeleuchtung ausgefallen,Mehrere Beleuchtungen defekt,2024-12-06T14:23:15+01:00,open
44729-2024,Leuchte beschädigt,#44729-2024 Straßenbeleuchtung beschädigt,Abdeckung der Leuchte nicht geschlossen. Lichtmast direkt gegenüber vom Anwesen Josef-Frankl-Str. 31a.,2024-12-07T00:56:39+01:00,open
44910-2024,Leuchte ausgefallen,#44910-2024 Straßenbeleuchtung ausgefallen,Vor der Posenerstraße 3 in 81929 München ist die Beleuchtung ausgefallen. ,2024-12-10T20:17:53+01:00,open
44917-2024,Leuchte ausgefallen,#44917-2024 Straßenbeleuchtung ausgefallen,Licht ist aus,2024-12-11T07:38:30+01:00,open
45182-2024,Leuchte beschädigt,#45182-2024 Straßenbeleuchtung beschädigt,"Die LED Lampe leuchtet noch, ist aber am Mast senkrecht nach unten geknickt.
Evtl. ein Sturmschaden des benachbarten Baumes, der direkt neben dem Mast steht.",2024-12-15T19:34:34+01:00,open
45240-2024,Brunnen beschädigt,#45240-2024 Brunnen beschädigt,"Der Sollner Zierbrunnen an der Muttenthalerstraße ist so fest aufgedreht, dass der Wasserstrahl auf das Schutzgitter prasselt und somit nicht im Brunnen, sondern außerhalb landet. Das ist jetzt noch kein Problem, aber mit Einsetzen von Minustemperaturen entsteht eine Glatteisfläche.",2024-12-16T13:21:14+01:00,open
45248-2024,Leuchte ausgefallen,#45248-2024 Straßenbeleuchtung ausgefallen,"Folgende Meldung wurde bereits schon einmal am 15.10.2024 erstellt, Zustand bisher unverändert: 41664-2024
******************
An der Westkurve des Grünwalder Stadions befinden sich 6 Laternen, von denen
3 ausgefallen sind.
Ich gehe davon aus, dass sie der Straßenbeleuchtung zuzuordnen sind.",2024-12-16T15:22:24+01:00,open
45324-2024,Leuchte ausgefallen,#45324-2024 Straßenbeleuchtung ausgefallen,Beleuchtung ausgefallen,2024-12-17T16:31:09+01:00,open
45410-2024,Leuchte ausgefallen,#45410-2024 Straßenbeleuchtung ausgefallen,Beleuchtung am Anfang der Selma-Lagerlöf-Str. ausgefallen. Das ist der 2. Beleuchtungskörper: Es sind mittlerweile 2 Straßenbeleuchtungen nebeneinander defekt. Die Andere habe ich bereits früher gemeldet.,2024-12-18T22:37:57+01:00,open
45455-2024,Leuchte ausgefallen,#45455-2024 Straßenbeleuchtung ausgefallen,"Sehr geehrte Damen und Herren, 
es gibt seit 2 Jahren eine Baustelle in der Landwehrstr. 63.
Seit dem ist dieser Teil der Straße extrem dunkel, dass man sich da am Abend/Nachts nicht mehr vorbei traut.
Es sammeln sich Junkies im Bereich der Baustelle. Bitte unternehmen Sie dringend etwas!!! DANKE!",2024-12-19T21:07:38+01:00,open
45646-2024,Leuchte ausgefallen,#45646-2024 Straßenbeleuchtung ausgefallen,"Zweitmeldung:
Marienklausensteg
Von Westen (Floßlände) kommend:
Dritte Leuchte auf der Brücke defekt
Vielen Dank und frohe Festtage!",2024-12-25T20:12:16+01:00,open
45647-2024,Leuchte ausgefallen,#45647-2024 Straßenbeleuchtung ausgefallen,"Zweitmeldung:
Leuchte am großen Mast zur Schleusenbeleuchtung am Schlichtweg auf Höhe der Marienklausenbrücke seit einigen Wochen defekt bzw. außer Betrieb
Vielen Dank und frohe Festtage!",2024-12-25T20:25:17+01:00,open
45650-2024,Leuchte ausgefallen,#45650-2024 Straßenbeleuchtung ausgefallen,Beleuchtung ausgefallen,2024-12-25T21:23:11+01:00,open
45956-2025,Leuchte beschädigt,#45956-2025 Straßenbeleuchtung beschädigt,Mast ist geknickt,2025-01-01T19:36:56+01:00,open
46119-2025,Leuchte beschädigt,#46119-2025 Straßenbeleuchtung beschädigt,"Lampe komplett kaputt, hängt an Kabeln vom Mast.",2025-01-05T17:54:43+01:00,open
46127-2025,Leuchte ausgefallen,#46127-2025 Straßenbeleuchtung ausgefallen,Man sieht das auf dem Foto nicht so gut. Von den beiden Lampen ist die linke defekt,2025-01-06T00:24:38+01:00,open
46235-2025,Leuchte ausgefallen,#46235-2025 Straßenbeleuchtung ausgefallen,"Die kaputte Lampe befindet sich direkt an der Tiefgaragenabfahrt Freienfelser Ecke Wiesentfelser Str.
Es fehlt der ganze Lampenkopf.",2025-01-07T10:18:46+01:00,open
46281-2025,Leuchte ausgefallen,#46281-2025 Straßenbeleuchtung ausgefallen,"Marienklausensteg:
9. Leuchte von Westen kommend defekt",2025-01-07T20:09:02+01:00,open
46299-2025,Leuchte ausgefallen,#46299-2025 Straßenbeleuchtung ausgefallen,Laterne Kardinal-Wendel-Straße Ecke An der Griebreite ist seit Wochen defekt. Bitte in Ordnung bringen. Wir sind in der dunklen Jahreszeit - gerade jetzt sind die Laternen wichtig. ,2025-01-07T23:53:43+01:00,open
46300-2025,Leuchte ausgefallen,#46300-2025 Straßenbeleuchtung ausgefallen,Laterne Kardinal-Wendel-Straße Ecke An der Kreuzbreite ist seit Wochen defekt. Bitte in Ordnung bringen. Wir sind in der dunklen Jahreszeit - gerade jetzt sind die Laternen wichtig. ,2025-01-07T23:54:26+01:00,open
46301-2025,Leuchte ausgefallen,#46301-2025 Straßenbeleuchtung ausgefallen,Laterne Kardinal-Wendel-Straße Ecke An der Kreuzbreite ist seit Wochen defekt. Bitte in Ordnung bringen. Wir sind in der dunklen Jahreszeit - gerade jetzt sind die Laternen wichtig. ,2025-01-07T23:55:35+01:00,open
46308-2025,Leuchte ausgefallen,#46308-2025 Straßenbeleuchtung ausgefallen,Bei Haus-Nr. 41 ist Mast 28 ausgefallen ,2025-01-08T06:44:56+01:00,open
46363-2025,Leuchte beschädigt,#46363-2025 Straßenbeleuchtung beschädigt,Straßenbeleuchtung flackert,2025-01-08T18:42:26+01:00,open
46527-2025,Leuchte ausgefallen,#46527-2025 Straßenbeleuchtung ausgefallen,Laterne aus,2025-01-10T17:22:49+01:00,open
46542-2025,Leuchte ausgefallen,#46542-2025 Straßenbeleuchtung ausgefallen,In der Unterführung unter der Heinrich-Wieland-Straße sind fast alle Lampen der Beleuchtung ausgefallen . Somit ist es selbst am Tag sehr dunkel in der Unterführung.,2025-01-10T20:38:21+01:00,open
46684-2025,Leuchte ausgefallen,#46684-2025 Straßenbeleuchtung ausgefallen,leuchet nur noch schwach,2025-01-12T21:19:53+01:00,open
46722-2025,Leuchte ausgefallen,#46722-2025 Straßenbeleuchtung ausgefallen,87,2025-01-13T12:32:53+01:00,open
46725-2025,Leuchte ausgefallen,#46725-2025 Straßenbeleuchtung ausgefallen,Straßenlaterne ohne Funktion. Der ganze Lichtkopf fehlt!,2025-01-13T13:01:22+01:00,open
46743-2025,Leuchte ausgefallen,#46743-2025 Straßenbeleuchtung ausgefallen,"Hallo liebes Team der Stadt München,
die Beleuchtung der Laterne direkt an der kleinen Kapelle Marienklausenbrücke, Aufgang zum Isarhochufer ist seit längerer Zeit defekt, bitte austauschen.
Ist gefährlicher Ausfall da die Laterne direkt am Übergang der Stufen ausgefallen ist.
Vielen Dank Prüfung!",2025-01-13T17:12:59+01:00,open
46893-2025,Leuchte beschädigt,#46893-2025 Straßenbeleuchtung beschädigt,"Sehr geehrte Alle,
der Mast hat unnötigerweise eine ""Übergangsbeleuchtung"", die blendet. Warum? Die Masten wurden längst erneuert, nur dieser nicht, und wird es sicher auch nicht mehr. Warum musste und warum muss dort weiter diese, die Umgebung blendende Beleuchtung angebracht sein? Vor-/Nachbild...",2025-01-16T09:15:03+01:00,open
46941-2025,Leuchte ausgefallen,#46941-2025 Straßenbeleuchtung ausgefallen,Defekt,2025-01-16T22:59:58+01:00,open
47040-2025,Leuchte ausgefallen,#47040-2025 Straßenbeleuchtung ausgefallen,Lampe leuchtet nicht mehr,2025-01-18T21:46:21+01:00,open
47147-2025,Leuchte ausgefallen,#47147-2025 Straßenbeleuchtung ausgefallen,Weg-Beleuchtung ausgefallen.,2025-01-20T22:28:38+01:00,open
47167-2025,Leuchte beschädigt,#47167-2025 Straßenbeleuchtung beschädigt,Lampenschirm liegt abgerissen und zerstört auf der Tramhaltestelle,2025-01-21T09:30:51+01:00,open
47296-2025,Leuchte ausgefallen,#47296-2025 Straßenbeleuchtung ausgefallen,Straßenlaterne Wilhelm-Hey-Straße Ecke Dachstraße ausgefallen,2025-01-23T08:35:28+01:00,open
47578-2025,Leuchte ausgefallen,#47578-2025 Straßenbeleuchtung ausgefallen,"An der Landsberger Straße leuchten die Lampen 323, 327 und 359 nicht. ",2025-01-26T19:53:26+01:00,open
47678-2025,Leuchte ausgefallen,#47678-2025 Straßenbeleuchtung ausgefallen,Unter dem Mittleren Ring an der Brücke über die Pilgersheimerstrasse ist eine Leuchtstofflampe defekt (vor der Bushaltestelle Linie 52 Richtung Tierpark),2025-01-27T20:23:25+01:00,open
47679-2025,Leuchte beschädigt,#47679-2025 Straßenbeleuchtung beschädigt,Schiefer Mast und defekter Leuchtkörper an der Strassenlaterne,2025-01-27T20:31:09+01:00,open
47683-2025,Leuchte ausgefallen,#47683-2025 Straßenbeleuchtung ausgefallen,"Leute ausgefallen 
Grundstück Berner Str. 84
Am Stichweg zur Berner Str. 98",2025-01-27T23:44:30+01:00,open
47686-2025,Leuchte beschädigt,#47686-2025 Straßenbeleuchtung beschädigt,"Lichtkörper fehlt, Laterne vollständig beschädigt, Mast in Ordnung.",2025-01-28T05:06:38+01:00,open
47690-2025,Leuchte ausgefallen,#47690-2025 Straßenbeleuchtung ausgefallen,Richtung Luise kisebach Platz ,2025-01-28T07:31:17+01:00,open
47742-2025,Grünstreifen verschmutzt,#47742-2025 Grünstreifen verschmutzt,"Die Pfosten wurden leider umgestoßen, vielen Dank fürs Reparieren.
Georg-Birk-Straße 13, links vom Edeka",2025-01-29T08:07:00+01:00,open
